tier,source_tools,source_commands,combined_command_template,combination_description,is_valid_combination,category,input_nl,target_command
T2xT2,bundle+fzf,bundle update | ps aux | fzf,bundle update | fzf,update gem dependencies and select one from the results using fuzzy search,True,ChatGPT-style,what is the command to update all ruby gems and show a menu to pick one?,bundle update | fzf
T2xT2,bundle+fzf,bundle update | ps aux | fzf,bundle update | fzf,update gem dependencies and select one from the results using fuzzy search,True,Broken English,update gems and show fuzzy menu,bundle update | fzf
T2xT2,bundle+chown,bundle update | chown :group path/to/file_or_directory,bundle update && chown :staff project_folder,update all ruby gems and then change the group ownership of a specific folder,True,Lazy,bundle update chown staff,bundle update && chown :staff app_folder
T2xT2,bundle+chown,bundle update | chown :group path/to/file_or_directory,bundle update && chown :staff project_folder,update all ruby gems and then change the group ownership of a specific folder,True,Power,update gems and change directory ownership to admin group,bundle update && chown :wheel web_root
T2xT2,bundle+chown,bundle update | chown :group path/to/file_or_directory,bundle update && chown :staff project_folder,update all ruby gems and then change the group ownership of a specific folder,True,Direct,update all gems and fix the group permissions for the logs directory,bundle update && chown :staff logs_folder
T2xT2,bundle+chown,bundle update | chown :group path/to/file_or_directory,bundle update && chown :staff project_folder,update all ruby gems and then change the group ownership of a specific folder,True,Noob,"hey, i updated my ruby stuff and i want to make sure the project folder belongs to the staff group now",bundle update && chown :staff project_folder
T2xT2,bundle+chown,bundle update | chown :group path/to/file_or_directory,bundle update && chown :staff project_folder,update all ruby gems and then change the group ownership of a specific folder,True,ChatGPT-style,can you update my ruby gems and then change the group of the assets folder so i can access it?,bundle update && chown :staff assets_folder
T2xT2,bundle+chown,bundle update | chown :group path/to/file_or_directory,bundle update && chown :staff project_folder,update all ruby gems and then change the group ownership of a specific folder,True,Broken English,update gems then change folder group admin,bundle update && chown :admin temp_folder
T2xT2,bundle+mycli,bundle update | mycli database_name,bundle update && mycli my_db,update ruby gems and then connect to a specific database,True,Lazy,bundle update mycli,bundle update && mycli test_db
T2xT2,bundle+mycli,bundle update | mycli database_name,bundle update && mycli my_db,update ruby gems and then connect to a specific database,True,Power,update gems then open database client,bundle update && mycli production
T2xT2,bundle+mycli,bundle update | mycli database_name,bundle update && mycli my_db,update ruby gems and then connect to a specific database,True,Direct,update all gems and then query the local database,bundle update && mycli user_db
T2xT2,bundle+mycli,bundle update | mycli database_name,bundle update && mycli my_db,update ruby gems and then connect to a specific database,True,Noob,how do i update my ruby gems and connect to the db?,bundle update && mycli app_db
T2xT2,bundle+mycli,bundle update | mycli database_name,bundle update && mycli my_db,update ruby gems and then connect to a specific database,True,ChatGPT-style,please update the dependencies and connect to the database,bundle update && mycli staging_db
T2xT2,bundle+mycli,bundle update | mycli database_name,bundle update && mycli my_db,update ruby gems and then connect to a specific database,True,Broken English,update gems open database,bundle update && mycli dev_db
T2xT2,bundle+psql,bundle update | psql database,bundle update && psql my_database,update gem dependencies and then connect to the specified database,True,Lazy,bundle update psql mydb,bundle update && psql my_database
T2xT2,bundle+psql,bundle update | psql database,bundle update && psql my_database,update gem dependencies and then connect to the specified database,True,Power,update all gems then connect to the production db,bundle update && psql production_db
T2xT2,bundle+psql,bundle update | psql database,bundle update && psql my_database,update gem dependencies and then connect to the specified database,True,Direct,update the gemfile and open a connection to the app database,bundle update && psql app_db
T2xT2,bundle+psql,bundle update | psql database,bundle update && psql my_database,update gem dependencies and then connect to the specified database,True,Noob,im trying to update my ruby gems and check the database at the same time,bundle update && psql local_db
T2xT2,bundle+psql,bundle update | psql database,bundle update && psql my_database,update gem dependencies and then connect to the specified database,True,ChatGPT-style,please run the bundle update command and then connect to the database,bundle update && psql test_db
T2xT2,bundle+psql,bundle update | psql database,bundle update && psql my_database,update gem dependencies and then connect to the specified database,True,Broken English,update gems then connect database,bundle update && psql staging_db
T2xT2,bundle+make,bundle update | make,bundle update && make,update ruby dependencies and then build the project,True,Lazy,bundle update && make,bundle update && make
T2xT2,bundle+make,bundle update | make,bundle update && make,update ruby dependencies and then build the project,True,Power,update gems then run make all target,bundle update && make
T2xT2,bundle+make,bundle update | make,bundle update && make,update ruby dependencies and then build the project,True,Direct,update the ruby dependencies and then run the make command,bundle update && make
T2xT2,bundle+make,bundle update | make,bundle update && make,update ruby dependencies and then build the project,True,Noob,i need to update my gems and then build the project using make,bundle update && make
T2xT2,bundle+make,bundle update | make,bundle update && make,update ruby dependencies and then build the project,True,ChatGPT-style,what is the best way to update all my gems and then compile the project,bundle update && make
T2xT2,bundle+make,bundle update | make,bundle update && make,update ruby dependencies and then build the project,True,Broken English,update gems then build please,bundle update && make
T2xT2,bundle+dd,bundle update | kill -USR1 $(pgrep ^dd),bundle update && kill -USR1 $(pgrep ^dd),updates ruby gems and sends a signal to a background dd process to report its progress,True,Lazy,bundle update and dd progress,bundle update && kill -USR1 $(pgrep ^dd)
T2xT2,bundle+dd,bundle update | kill -USR1 $(pgrep ^dd),bundle update && kill -USR1 $(pgrep ^dd),updates ruby gems and sends a signal to a background dd process to report its progress,True,Power,run gem update and query dd progress,bundle update && kill -USR1 $(pgrep ^dd)
T2xT2,bundle+dd,bundle update | kill -USR1 $(pgrep ^dd),bundle update && kill -USR1 $(pgrep ^dd),updates ruby gems and sends a signal to a background dd process to report its progress,True,Direct,update gems and check the status of the dd command,bundle update && kill -USR1 $(pgrep ^dd)
T2xT2,bundle+dd,bundle update | kill -USR1 $(pgrep ^dd),bundle update && kill -USR1 $(pgrep ^dd),updates ruby gems and sends a signal to a background dd process to report its progress,True,Noob,i want to update my ruby packages and see how fast the copy is going,bundle update && kill -USR1 $(pgrep ^dd)
T2xT2,bundle+dd,bundle update | kill -USR1 $(pgrep ^dd),bundle update && kill -USR1 $(pgrep ^dd),updates ruby gems and sends a signal to a background dd process to report its progress,True,ChatGPT-style,how can i update my gems and also check the progress of a dd operation simultaneously,bundle update && kill -USR1 $(pgrep ^dd)
T2xT2,bundle+dd,bundle update | kill -USR1 $(pgrep ^dd),bundle update && kill -USR1 $(pgrep ^dd),updates ruby gems and sends a signal to a background dd process to report its progress,True,Broken English,update gems see dd progress,bundle update && kill -USR1 $(pgrep ^dd)
T2xT2,bundle+perl,bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i',bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i',updates gems and filters the output for specific text patterns,True,Lazy,bundle update | perl regex,bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i'
T2xT2,bundle+perl,bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i',bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i',updates gems and filters the output for specific text patterns,True,Power,update gems and pipe to regex filter,bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i'
T2xT2,bundle+perl,bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i',bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i',updates gems and filters the output for specific text patterns,True,Direct,update all gems and look for specific text in the output,bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i'
T2xT2,bundle+perl,bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i',bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i',updates gems and filters the output for specific text patterns,True,Noob,"why does my gem update list so many things, can i filter it?",bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i'
T2xT2,bundle+perl,bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i',bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i',updates gems and filters the output for specific text patterns,True,ChatGPT-style,please run the gem update and help me spot errors in the logs,bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i'
T2xT2,bundle+perl,bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i',bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i',updates gems and filters the output for specific text patterns,True,Broken English,bundle update show me lines matching error,bundle update | perl -n -e 'print if m/regex1/ and m/regex2/i'
T2xT2,touch+gpg,touch path/to/file{a..z} | gpg --clearsign doc.txt,gpg --clearsign doc.txt,sign a document with GPG using clearsign,True,Lazy,sign doc.txt with gpg,gpg --clearsign doc.txt
T2xT2,touch+gpg,touch path/to/file{a..z} | gpg --clearsign doc.txt,gpg --clearsign doc.txt,sign a document with GPG using clearsign,True,Power,sign doc.txt using gpg clearsign,gpg --clearsign doc.txt
T2xT2,touch+gpg,touch path/to/file{a..z} | gpg --clearsign doc.txt,gpg --clearsign doc.txt,sign a document with GPG using clearsign,True,Direct,create a clearsigned version of the document,gpg --clearsign doc.txt
T2xT2,touch+gpg,touch path/to/file{a..z} | gpg --clearsign doc.txt,gpg --clearsign doc.txt,sign a document with GPG using clearsign,True,Noob,i want to sign my text file so people can verify it,gpg --clearsign doc.txt
T2xT2,touch+gpg,touch path/to/file{a..z} | gpg --clearsign doc.txt,gpg --clearsign doc.txt,sign a document with GPG using clearsign,True,ChatGPT-style,please create a clearsigned version of this document,gpg --clearsign doc.txt
T2xT2,touch+gpg,touch path/to/file{a..z} | gpg --clearsign doc.txt,gpg --clearsign doc.txt,sign a document with GPG using clearsign,True,Broken English,sign doc.txt clear,gpg --clearsign doc.txt
T2xT2,touch+node,touch path/to/file{a..z} | node,touch path/to/file{a..z} && node,creates a batch of placeholder files and starts a Node.js REPL session,True,Lazy,touch files a-z then node,touch path/to/file{a..z} && node
T2xT2,touch+node,touch path/to/file{a..z} | node,touch path/to/file{a..z} && node,creates a batch of placeholder files and starts a Node.js REPL session,True,Power,generate multiple files using brace expansion and launch node repl,touch path/to/file{a..z} && node
